##:##
@ParametrosAdquisicion modoAcc 0, modoGyr 0, fMuestreo 100.000000
@FechaAdquisicion Mon Apr 27 04:58:13 2015

@Tiempo (ms):Sensor: xAcc g: yAcc g: zAcc g: xGir º/s: yGir º/s: zGir º/s
# Parte: ./datos.dat
# Comienzo de la adquisición
004812052:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004813628:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004815204:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004816780:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004818352:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004819928:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004821504:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004823080:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004824652:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004826228:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004827804:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004829380:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004830952:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004832528:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004834104:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004835680:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004837252:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004838828:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004840404:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004841980:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004843552:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004845128:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004846704:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004848280:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004849852:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004851428:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004853004:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004854580:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004856152:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004857728:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004859304:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004860880:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004862452:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004864028:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004865604:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004867180:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004868752:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004870328:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004871904:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004873480:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004875052:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004876628:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004878204:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004879780:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004881352:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004882928:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004884504:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004886080:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004887660:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004889228:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004890804:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004892380:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004893952:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004895528:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004897104:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004898680:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004900252:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004901828:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004903404:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004904984:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004906552:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004908128:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004909704:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004911280:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004912852:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004914428:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004916004:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004917580:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004919152:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004920728:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004922304:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004923880:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004925460:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004927028:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004928604:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004930180:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004931752:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004933328:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004934904:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004936480:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
004938052:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004939628:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004941204:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004942780:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004944352:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004945936:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004947504:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004949080:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004950652:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004952228:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004953804:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004955380:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004956952:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004958528:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004960104:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004961680:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004963252:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004964828:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004966408:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004967980:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004969552:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004971128:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004972704:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004974280:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004975852:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004977428:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004979004:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004980580:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004982152:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004983728:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004985304:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004986884:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004988452:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004990028:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
004991604:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
004993180:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
004994752:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
004996328:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
004997904:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
004999480:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005001052:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005002628:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005004204:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005005780:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005007352:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005008928:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005010504:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005012080:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005013652:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005015228:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005016804:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005018380:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005019952:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005021528:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005023104:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005024680:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005026252:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005027828:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005029404:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005030980:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005032552:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005034128:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005035704:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005037280:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005038852:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005040428:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005042004:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005043580:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005045152:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005046728:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005048304:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005049880:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005051452:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005053028:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005054604:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005056180:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005057752:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005059328:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005060904:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005062480:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005064052:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005065628:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005067204:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005068780:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005070352:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005071928:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005073504:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005075080:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005076652:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005078228:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005079804:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005081380:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005082952:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005084528:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005086104:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005087680:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005089252:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005090828:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005092404:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005093980:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005095552:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005097128:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005098704:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005100280:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005101852:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005103428:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005105004:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005106580:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005108152:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005109728:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005111304:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005112880:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005114452:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005116028:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005117604:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005119180:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005120752:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005122328:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005123904:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005125480:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005127052:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005128628:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005130204:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005131780:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005133352:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005134928:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005136504:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005138080:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005139652:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005141228:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005142804:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005144380:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005145952:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005147528:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005149104:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005150680:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005152252:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005153828:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005155404:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005156980:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005158552:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005160128:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005161704:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005163280:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005164852:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005166428:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005168004:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005169580:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005171152:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005172728:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005174304:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005175880:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005177452:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005179028:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005180604:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005182180:M:    -0.0030518:    +0.0319824:    -0.4843750:    -0.4274809:    -0.1297710:    -0.2595420
005183752:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005185328:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005186904:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005188480:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005190052:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005191628:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005193204:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005194780:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005196352:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005197928:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005199504:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005201080:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005202652:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005204228:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
005205804:J:    -0.0328369:    -0.0861816:    -0.4414062:    -1.6717557:    +0.3664122:    +0.0458015
005207380:K:    -0.0045166:    +0.0113525:    +0.5223389:    -0.3587786:    +0.1145038:    +0.4580153
005208952:L:    +0.0161133:    -0.0101318:    -0.5046387:    +0.0610687:    -0.0152672:    +0.1908397
005210528:M:    -0.0030518:    +0.0319824:    -0.4783936:    -0.4274809:    -0.1297710:    -0.2595420
005212104:N:    +0.0390625:    +0.0762939:    +0.5095215:    -0.0458015:    -0.0152672:    -0.0229008
005213680:I:    -0.0020752:    +0.0141602:    +0.5203857:    -0.5190840:    +0.5343512:    +0.5267175
